
2018-01-11,37.840000,37.939999,37.459999,37.810001,37.810001,11090500

2018-01-12,38.000000,38.270000,37.900002,38.020000,38.020000,11992900
2018-01-16,38.070000,38.250000,37.380001,37.680000,37.680000,10718800
2018-01-17,38.000000,38.310001,37.750000,37.990002,37.990002,12010200
2018-01-18,38.209999,38.939999,38.130001,38.740002,38.740002,11113500
2018-01-19,38.750000,39.020000,38.200001,38.430000,38.430000,12724000
2018-01-22,38.360001,39.730000,38.330002,39.580002,39.580002,10715000
2018-01-23,39.590000,39.889999,39.130001,39.770000,39.770000,6944800
2018-01-24,39.970001,40.709999,39.689999,39.820000,39.820000,10736000
2018-01-25,39.930000,40.410000,39.860001,40.020000,40.020000,9070900
2018-01-26,40.310001,40.910000,39.919998,40.889999,40.889999,8522600
2018-01-29,40.590000,41.070000,40.570000,40.799999,40.799999,6372800
2018-01-30,40.720001,41.340000,40.189999,40.400002,40.400002,9022900
2018-01-31,40.480000,41.099998,40.360001,40.580002,40.580002,14509700
2018-02-01,45.500000,46.990002,45.209999,46.189999,46.189999,33290600
2018-02-02,45.160000,46.240002,44.230000,44.299999,44.299999,19255600
2018-02-05,44.020000,44.450001,42.240002,42.369999,42.369999,19100200
2018-02-06,41.720001,43.099998,41.720001,42.790001,42.790001,18686100
2018-02-07,42.669998,43.119999,42.230000,42.330002,42.330002,11379200
2018-02-08,42.500000,42.950001,41.009998,41.020000,41.020000,14996800
2018-02-09,41.500000,41.980000,40.430000,41.660000,41.660000,15976200
2018-02-12,41.950001,42.639999,41.639999,42.320000,42.320000,11821400
2018-02-13,41.990002,42.779999,41.900002,42.150002,42.150002,10415600
2018-02-14,41.830002,42.669998,41.750000,42.439999,42.439999,9930100
2018-02-15,42.680000,43.259998,42.230000,43.009998,43.009998,10402800
2018-02-16,43.160000,43.639999,42.910000,43.340000,43.340000,9396200
2018-02-20,43.110001,43.790001,43.009998,43.389999,43.389999,10947000
2018-02-21,43.520000,43.700001,43.060001,43.119999,43.119999,10393300
2018-02-22,43.160000,43.509998,42.619999,42.830002,42.830002,10575200
2018-02-23,43.270000,43.790001,42.820000,43.680000,43.680000,11158700
2018-02-26,43.799999,44.360001,43.650002,43.830002,43.830002,6402500
2018-02-27,43.820000,43.950001,43.130001,43.150002,43.150002,9243800
2018-02-28,43.220001,43.419998,42.849998,42.860001,42.860001,8825200
2018-03-01,43.009998,43.110001,42.049999,42.270000,42.270000,8040500
2018-03-02,42.599998,43.060001,42.220001,42.950001,42.950001,8070200
2018-03-05,42.790001,43.549999,42.619999,43.189999,43.189999,5506100
2018-03-06,43.540001,43.540001,42.959999,43.139999,43.139999,5324800
2018-03-07,42.970001,44.020000,42.799999,43.930000,43.930000,8126500
2018-03-08,44.160000,44.299999,43.410000,43.680000,43.680000,9297800
2018-03-09,43.759998,43.849998,43.340000,43.810001,43.810001,7800600
2018-03-12,44.029999,44.040001,43.430000,43.900002,43.900002,9189400
2018-03-13,44.139999,44.220001,42.689999,42.820000,42.820000,9934900
2018-03-14,42.970001,43.139999,42.650002,42.830002,42.830002,11663300
2018-03-15,42.820000,42.830002,42.160000,42.590000,42.590000,7598600
2018-03-16,42.619999,42.740002,42.380001,42.459999,42.459999,14194900
2018-03-19,42.230000,42.759998,41.720001,42.090000,42.090000,9410000
2018-03-20,42.080002,42.189999,41.709999,41.959999,41.959999,8000800
2018-03-21,41.869999,42.130001,41.470001,41.669998,41.669998,7658100
2018-03-22,41.240002,41.549999,40.560001,40.580002,40.580002,10974100
2018-03-23,40.570000,40.939999,39.700001,39.709999,39.709999,9244800
2018-03-26,40.299999,41.060001,39.590000,41.009998,41.009998,9796900
2018-03-27,41.150002,41.169998,39.980000,40.220001,40.220001,11795600
2018-03-28,40.130001,40.820000,39.639999,40.110001,40.110001,14336500
2018-03-29,40.439999,40.830002,39.990002,40.240002,40.240002,13438300
2018-04-02,40.040001,40.340000,38.900002,39.360001,39.360001,7721400
2018-04-03,39.470001,39.900002,39.220001,39.610001,39.610001,9671700
2018-04-04,39.099998,39.910000,39.000000,39.790001,39.790001,10205800
2018-04-05,40.110001,40.310001,39.610001,40.029999,40.029999,6190800
2018-04-06,39.660000,39.939999,39.000000,39.090000,39.090000,6019700
2018-04-09,39.209999,39.549999,38.820000,38.880001,38.880001,7607500
2018-04-10,39.299999,39.820000,39.139999,39.590000,39.590000,7480300
2018-04-11,40.410000,41.090000,39.509998,39.830002,39.830002,17644400
2018-04-12,40.270000,40.889999,39.950001,40.529999,40.529999,14002500
2018-04-13,41.060001,41.090000,39.799999,39.900002,39.900002,7340900
2018-04-16,40.220001,40.660000,39.810001,40.189999,40.189999,6629200
2018-04-17,40.389999,40.799999,40.130001,40.610001,40.610001,9474500
2018-04-18,42.849998,42.900002,41.150002,41.750000,41.750000,19386300
2018-04-19,41.529999,42.250000,41.509998,42.110001,42.110001,9700700
2018-04-20,42.279999,43.000000,42.060001,42.200001,42.200001,13731600
2018-04-23,42.349998,42.500000,41.490002,41.599998,41.599998,8673100
2018-04-24,41.849998,42.180000,40.810001,41.180000,41.180000,7316900
2018-04-25,41.110001,41.279999,40.240002,40.970001,40.970001,11161200
2018-04-26,38.840000,39.070000,38.090000,38.680000,38.680000,21446700
2018-04-27,38.680000,38.889999,37.990002,38.230000,38.230000,15960100
2018-04-30,38.290001,38.619999,37.650002,37.880001,37.880001,10620400
2018-05-01,37.750000,37.919998,37.419998,37.830002,37.830002,7301900
2018-05-02,37.830002,37.990002,37.080002,37.180000,37.180000,11027800
2018-05-03,37.000000,37.759998,36.810001,37.639999,37.639999,8942700
2018-05-04,37.330002,38.189999,37.209999,38.000000,38.000000,6359300
2018-05-07,38.080002,38.250000,37.610001,37.799999,37.799999,6773700
2018-05-08,37.730000,38.139999,37.480000,38.099998,38.099998,8953000
2018-05-09,38.299999,38.840000,38.180000,38.230000,38.230000,9597500
2018-05-10,38.389999,38.560001,38.090000,38.500000,38.500000,7215500
2018-05-11,38.380001,38.759998,38.110001,38.259998,38.259998,7455900
2018-05-14,38.150002,38.669998,38.150002,38.389999,38.389999,7462800
2018-05-15,38.119999,38.209999,37.689999,38.080002,38.080002,6747200
2018-05-16,38.000000,38.570000,37.950001,38.349998,38.349998,11002600
2018-05-17,38.230000,38.840000,38.230000,38.400002,38.400002,6370400
2018-05-18,38.299999,38.580002,38.160000,38.320000,38.320000,6736600
2018-05-21,38.490002,38.820000,38.189999,38.290001,38.290001,6599200
2018-05-22,38.400002,38.490002,37.689999,37.770000,37.770000,9142200
2018-05-23,37.610001,38.060001,37.470001,38.040001,38.040001,7235400
2018-05-24,38.029999,38.240002,37.630001,37.790001,37.790001,6256200
2018-05-25,37.840000,38.290001,37.799999,37.939999,37.939999,8736600
2018-05-29,37.730000,37.880001,37.360001,37.529999,37.529999,8306000
2018-05-30,37.779999,38.119999,37.529999,37.849998,37.849998,7908700
2018-05-31,37.779999,37.810001,37.180000,37.720001,37.720001,10710700
2018-06-01,38.060001,38.849998,37.910000,38.340000,38.340000,7831200
